checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,default,age_group,amount_bucket,debt_burden,credit_hist_score,checking_score,risk_score,risk_segment
A11,18,A34,A40,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,1,25-34,Medium,3.97,1,4,1.9,Low Risk
A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2,1,35-44,Medium,8.33,4,3,3.12,High Risk
A11,36,A32,A41,8335,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2,1,45-59,High,25.0,2,4,3.5,High Risk
A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,0,35-44,High,26.72,3,2,3.3,High Risk
A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,0,35-44,Medium,9.5,3,3,2.81,Medium Risk
A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,2,1,18-24,Low,4.86,2,4,2.36,Medium Risk
A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,2,1,25-34,High,23.63,4,4,4.3,High Risk
A12,24,A32,A43,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,0,35-44,High,10.17,2,2,2.16,Medium Risk
A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2,1,25-34,Medium,4.65,2,1,1.45,Low Risk
A11,12,A30,A40,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,2,1,45-59,Low,4.33,4,4,3.12,High Risk
A14,12,A32,A43,886,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0,18-24,Low,3.54,2,3,1.97,Low Risk
A14,4,A32,A42,601,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,0,18-24,Low,0.6,2,3,1.74,Low Risk
A11,24,A34,A41,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,0,60+,Medium,11.83,1,4,2.49,Medium Risk
A14,24,A34,A43,2611,A61,A75,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,1,0,45-59,Medium,10.44,1,3,2.08,Medium Risk
A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,2,1,25-34,High,20.72,2,4,3.5,High Risk
A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,0,25-34,Medium,8.98,3,3,2.77,Medium Risk
A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,2,1,18-24,Low,7.77,2,3,2.28,Medium Risk
A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1,0,45-59,Low,6.24,3,3,2.57,Medium Risk
A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,45-59,Medium,13.69,2,3,2.73,Medium Risk
A12,21,A32,A42,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,7.95,2,2,2.0,Medium Risk
A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,2,1,60+,High,13.52,2,3,2.71,Medium Risk
A14,24,A32,A40,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,5.0,2,3,2.08,Medium Risk
A11,9,A32,A43,1364,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,0,45-59,Low,4.09,2,4,2.31,Medium Risk
A11,12,A32,A43,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,2,1,45-59,Low,2.84,2,4,2.21,Medium Risk
A11,20,A34,A40,2235,A61,A73,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,2,1,25-34,Medium,8.94,1,4,2.27,Medium Risk
A14,24,A34,A41,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1,0,35-44,Medium,12.13,1,3,2.21,Medium Risk
A14,15,A34,A43,1471,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,0,35-44,Low,5.88,1,3,1.74,Low Risk
A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,2,1,25-34,Low,5.77,3,4,2.83,Medium Risk
A14,36,A33,A40,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,0,45-59,High,21.75,3,3,3.6,High Risk
A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1,0,25-34,Low,5.9,2,3,2.14,Medium Risk
A14,10,A32,A48,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,1,0,35-44,Low,3.58,2,3,1.97,Low Risk
A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,0,25-34,Medium,13.37,1,3,2.3,Medium Risk
A11,15,A32,A40,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,2,1,25-34,Medium,11.88,2,4,2.89,Medium Risk
A14,9,A32,A40,3577,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,0,25-34,Medium,3.58,2,3,1.97,Low Risk
A14,24,A34,A41,5804,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,0,25-34,High,23.22,1,3,2.8,Medium Risk
A14,18,A33,A49,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,2,1,25-34,Medium,8.68,3,3,2.75,Medium Risk
A11,24,A32,A43,2439,A61,A72,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,2,1,35-44,Medium,9.76,2,4,2.73,Medium Risk
A14,27,A34,A42,4526,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,0,25-34,Medium,18.1,1,3,2.66,Medium Risk
A14,10,A32,A42,2210,A61,A73,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,2,1,25-34,Medium,4.42,2,3,2.03,Medium Risk
A14,15,A32,A42,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,0,18-24,Medium,4.44,2,3,2.03,Medium Risk
A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,0,25-34,Medium,9.56,2,4,2.72,Medium Risk
A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1,0,35-44,Medium,6.66,1,3,1.8,Low Risk
A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,0,35-44,High,22.23,2,3,3.2,High Risk
A11,12,A32,A42,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,0,18-24,Low,2.61,2,4,2.2,Medium Risk
A14,36,A33,A42,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1,0,35-44,High,15.36,3,3,3.25,High Risk
A13,6,A34,A40,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,0,45-59,Low,1.34,1,1,0.8,Low Risk
A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,5.53,1,4,2.01,Medium Risk
A14,15,A32,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,0,18-24,Low,3.5,2,3,1.96,Low Risk
A11,12,A32,A42,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1,0,25-34,Medium,7.18,2,4,2.54,Medium Risk
A12,11,A34,A40,1322,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,0,35-44,Low,5.29,1,2,1.4,Low Risk
A11,18,A31,A43,1940,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,0,35-44,Low,5.82,3,4,2.84,Medium Risk
A14,36,A32,A43,3595,A61,A75,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,14.38,2,3,2.78,Medium Risk
A11,9,A32,A40,1422,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,2,1,25-34,Low,4.27,2,4,2.32,Medium Risk
A14,30,A34,A43,6742,A65,A74,2,A93,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1,0,35-44,High,13.48,1,3,2.31,Medium Risk
A14,24,A32,A41,7814,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,0,35-44,High,23.44,2,3,3.2,High Risk
A14,24,A32,A41,9277,A65,A73,2,A91,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,1,0,45-59,High,18.55,2,3,3.09,High Risk
A12,30,A34,A40,2181,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,0,35-44,Medium,8.72,1,2,1.65,Low Risk
A14,18,A34,A43,1098,A61,A71,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0,60+,Low,4.39,1,3,1.63,Low Risk
A12,24,A32,A42,4057,A61,A74,3,A91,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,2,1,35-44,Medium,12.17,2,2,2.31,Medium Risk
A11,12,A32,A46,795,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,2,1,45-59,Low,3.18,2,4,2.24,Medium Risk
A12,24,A34,A49,2825,A65,A74,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,0,25-34,Medium,11.3,1,2,1.85,Low Risk
A12,48,A32,A49,15672,A61,A73,2,A93,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,2,1,18-24,High,31.34,2,2,2.9,Medium Risk
A14,36,A34,A40,6614,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,0,25-34,High,26.46,1,3,2.8,Medium Risk
A14,28,A31,A41,7824,A65,A72,3,A93,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1,0,35-44,High,23.47,3,3,3.6,High Risk
A11,27,A34,A49,2442,A61,A75,4,A93,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1,0,35-44,Medium,9.77,1,4,2.33,Medium Risk
A14,15,A34,A43,1829,A61,A75,4,A93,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1,0,45-59,Low,7.32,1,3,1.85,Low Risk
A11,12,A34,A40,2171,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,0,35-44,Medium,8.68,1,4,2.25,Medium Risk
A12,36,A34,A41,5800,A61,A73,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,0,25-34,High,17.4,1,2,2.3,Medium Risk
A14,18,A34,A43,1169,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,4.68,1,3,1.65,Low Risk
A14,36,A33,A41,8947,A65,A74,3,A93,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1,0,25-34,High,26.84,3,3,3.6,High Risk
A11,21,A32,A43,2606,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,0,25-34,Medium,10.42,2,4,2.78,Medium Risk
A14,12,A34,A42,1592,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,0,35-44,Low,4.78,1,3,1.66,Low Risk
A14,15,A32,A42,2186,A65,A74,1,A92,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1,0,25-34,Medium,2.19,2,3,1.86,Low Risk
A11,18,A32,A42,4153,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,2,1,35-44,Medium,8.31,2,4,2.62,Medium Risk
A11,16,A34,A40,2625,A61,A75,2,A93,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,2,1,35-44,Medium,5.25,1,4,1.99,Low Risk
A14,20,A34,A40,3485,A65,A72,2,A91,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1,0,35-44,Medium,6.97,1,3,1.82,Low Risk
A14,36,A34,A41,10477,A65,A75,2,A93,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1,0,35-44,High,20.95,1,3,2.8,Medium Risk
A14,15,A32,A43,1386,A65,A73,4,A94,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1,0,35-44,Low,5.54,2,3,2.12,Medium Risk
A14,24,A32,A43,1278,A61,A75,4,A93,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1,0,35-44,Low,5.11,2,3,2.08,Medium Risk
A11,12,A32,A43,1107,A61,A73,2,A93,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,1,0,18-24,Low,2.21,2,4,2.17,Medium Risk
A11,21,A32,A40,3763,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,0,18-24,Medium,7.53,2,4,2.56,Medium Risk
A12,36,A32,A46,3711,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,7.42,2,2,1.96,Low Risk
A14,15,A33,A41,3594,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,0,45-59,Medium,3.59,3,3,2.37,Medium Risk
A12,9,A32,A40,3195,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,0,25-34,Medium,3.2,2,2,1.64,Low Risk
A14,36,A33,A43,4454,A61,A73,4,A92,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1,0,25-34,Medium,17.82,3,3,3.44,High Risk
A12,24,A34,A42,4736,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2,1,25-34,Medium,9.47,1,2,1.71,Low Risk
A12,30,A32,A43,2991,A65,A75,2,A92,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,5.98,2,2,1.85,Low Risk
A14,11,A32,A49,2142,A64,A75,1,A91,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1,0,25-34,Medium,2.14,2,3,1.86,Low Risk
A11,24,A31,A49,3161,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,2,1,25-34,Medium,12.64,3,4,3.35,High Risk
A12,48,A30,A410,18424,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,2,1,25-34,High,18.42,4,2,3.58,High Risk
A14,10,A32,A41,2848,A62,A73,1,A93,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,1,0,25-34,Medium,2.85,2,3,1.91,Low Risk
A11,6,A32,A40,14896,A61,A75,1,A93,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,2,1,60+,High,14.9,2,4,3.12,High Risk
A11,24,A32,A42,2359,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,2,1,25-34,Medium,2.36,2,4,2.18,Medium Risk
A11,24,A32,A42,3345,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,2,1,35-44,Medium,13.38,2,4,3.0,High Risk
A14,18,A34,A42,1817,A61,A73,4,A92,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,1,0,25-34,Low,7.27,1,3,1.85,Low Risk
A14,48,A33,A43,12749,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,0,35-44,High,51.0,3,3,3.6,High Risk
A11,9,A32,A43,1366,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,2,1,18-24,Low,4.1,2,4,2.31,Medium Risk
A12,12,A32,A40,2002,A61,A74,3,A93,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1,0,25-34,Medium,6.01,2,2,1.85,Low Risk
A11,24,A31,A42,6872,A61,A72,2,A91,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,2,1,45-59,High,13.74,3,4,3.43,High Risk
A11,12,A31,A40,697,A61,A72,4,A93,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,2,1,45-59,Low,2.79,3,4,2.61,Medium Risk
A11,18,A34,A42,1049,A61,A72,4,A92,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,1,0,18-24,Low,4.2,1,4,1.92,Low Risk
A11,48,A32,A41,10297,A61,A74,4,A93,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,2,1,35-44,High,41.19,2,4,3.5,High Risk
A14,30,A32,A43,1867,A65,A75,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,0,45-59,Low,7.47,2,3,2.26,Medium Risk
A11,12,A33,A40,1344,A61,A73,4,A93,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,1,0,35-44,Low,5.38,3,4,2.8,Medium Risk
A11,24,A32,A42,1747,A61,A72,4,A93,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,1,0,18-24,Low,6.99,2,4,2.52,Medium Risk
A12,9,A32,A43,1670,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,18-24,Low,6.68,2,2,1.9,Low Risk
A14,9,A34,A40,1224,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,0,25-34,Low,3.67,1,3,1.58,Low Risk
A14,12,A34,A43,522,A63,A75,4,A93,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,1,0,35-44,Low,2.09,1,3,1.46,Low Risk
A11,12,A32,A43,1498,A61,A73,4,A92,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1,0,18-24,Low,5.99,2,4,2.45,Medium Risk
A12,30,A33,A43,1919,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,2,1,25-34,Low,7.68,3,2,2.38,Medium Risk
A13,9,A32,A43,745,A61,A73,3,A92,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,2,1,25-34,Low,2.24,2,1,1.27,Low Risk
A12,6,A32,A43,2063,A61,A72,4,A94,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1,0,25-34,Medium,8.25,2,2,2.02,Medium Risk
A12,60,A32,A46,6288,A61,A73,4,A93,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,2,1,35-44,High,25.15,2,2,2.9,Medium Risk
A14,24,A34,A41,6842,A65,A73,2,A93,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1,0,45-59,High,13.68,1,3,2.33,Medium Risk
A14,12,A32,A40,3527,A65,A72,2,A93,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,1,0,45-59,Medium,7.05,2,3,2.23,Medium Risk
A14,10,A32,A40,1546,A61,A73,3,A93,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1,0,25-34,Low,4.64,2,3,2.05,Medium Risk
A14,24,A32,A42,929,A65,A74,4,A93,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,1,0,25-34,Low,3.72,2,3,1.98,Low Risk
A14,4,A34,A40,1455,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,0,35-44,Low,2.91,1,3,1.52,Low Risk
A11,15,A32,A42,1845,A61,A72,4,A92,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,1,0,45-59,Low,7.38,2,4,2.55,Medium Risk
A12,48,A30,A40,8358,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,0,25-34,High,8.36,4,2,2.83,Medium Risk
A11,24,A31,A42,3349,A63,A72,4,A93,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,2,1,25-34,Medium,13.4,3,4,3.4,High Risk
A14,12,A32,A40,2859,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,0,35-44,Medium,11.44,2,3,2.56,Medium Risk
A14,18,A32,A42,1533,A61,A72,4,A94,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,2,1,35-44,Low,6.13,2,3,2.16,Medium Risk
A14,24,A32,A43,3621,A62,A75,2,A93,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,2,1,25-34,Medium,7.24,2,3,2.24,Medium Risk
A12,18,A34,A49,3590,A61,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,1,0,35-44,Medium,10.77,1,2,1.81,Low Risk
A11,36,A33,A49,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,1,18-24,Medium,4.29,3,4,2.72,Medium Risk
A12,24,A32,A41,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2,1,25-34,Medium,12.34,2,2,2.33,Medium Risk
A14,36,A32,A42,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2,1,25-34,High,43.9,2,3,3.2,High Risk
A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,0,25-34,Low,7.57,2,4,2.57,Medium Risk
A11,24,A34,A43,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1,0,45-59,Low,4.92,1,4,1.97,Low Risk
A13,30,A34,A43,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1,0,45-59,Medium,14.62,1,1,1.8,Low Risk
A12,9,A34,A43,1154,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,0,35-44,Low,2.31,1,2,1.17,Low Risk
A11,28,A32,A40,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,2,1,45-59,Medium,12.02,2,4,2.9,Medium Risk
A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1,0,25-34,Medium,12.28,2,2,2.32,Medium Risk
A14,6,A34,A43,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,1,0,25-34,Low,3.48,1,3,1.56,Low Risk
A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1,0,45-59,Medium,2.35,3,2,1.98,Low Risk
A14,15,A32,A40,3556,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,10.67,2,3,2.5,Medium Risk
A14,24,A32,A43,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,2,1,35-44,Medium,7.19,2,3,2.24,Medium Risk
A12,6,A32,A45,454,A61,A72,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,1,0,18-24,Low,1.36,2,2,1.5,Low Risk
A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,6.86,2,2,1.91,Low Risk
A12,27,A34,A43,2520,A63,A73,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,2,1,18-24,Medium,10.08,1,2,1.76,Low Risk
A14,15,A32,A43,3568,A61,A75,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,1,0,45-59,Medium,14.27,2,3,2.77,Medium Risk
A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,0,25-34,High,14.33,2,3,2.77,Medium Risk
A11,11,A34,A40,3939,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,0,35-44,Medium,3.94,1,4,1.9,Low Risk
A12,15,A32,A45,1514,A62,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1,0,18-24,Low,6.06,2,2,1.85,Low Risk
A14,24,A32,A40,7393,A61,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,0,35-44,High,7.39,2,3,2.25,Medium Risk
A11,24,A31,A40,1193,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,2,1,25-34,Low,1.19,3,4,2.49,Medium Risk
A11,60,A32,A49,7297,A61,A75,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,2,1,35-44,High,29.19,2,4,3.5,High Risk
A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,0,25-34,Medium,11.32,1,3,2.15,Medium Risk
A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1,0,45-59,Low,3.77,2,1,1.38,Low Risk
A12,6,A32,A43,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,0,60+,Low,1.51,2,2,1.51,Low Risk
A12,18,A33,A49,2427,A65,A75,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,0,35-44,Medium,9.71,3,2,2.53,Medium Risk
A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,2,1,45-59,Medium,10.15,3,3,2.86,Medium Risk
A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,2,1,25-34,Low,2.53,3,2,1.99,Low Risk
A12,30,A34,A42,8386,A61,A74,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,2,1,45-59,High,16.77,1,2,2.26,Medium Risk
A14,48,A32,A49,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,2,1,25-34,Medium,14.53,2,3,2.79,Medium Risk
A13,21,A32,A40,2923,A62,A73,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,1,0,25-34,Medium,2.92,2,1,1.32,Low Risk
A11,36,A32,A41,8229,A61,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,2,1,25-34,High,16.46,2,4,3.23,High Risk
A14,24,A34,A42,2028,A61,A74,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,1,0,25-34,Medium,4.06,1,3,1.6,Low Risk
A11,15,A34,A42,1433,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,0,25-34,Low,5.73,1,4,2.03,Medium Risk
A13,42,A30,A49,6289,A61,A72,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1,0,25-34,High,12.58,4,1,2.84,Medium Risk
A14,13,A32,A43,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0,60+,Low,2.82,2,3,1.91,Low Risk
A11,24,A32,A41,6579,A61,A71,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1,0,25-34,High,26.32,2,4,3.5,High Risk
A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,0,45-59,Low,6.97,1,2,1.52,Low Risk
A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,0,35-44,Medium,7.13,1,3,1.83,Low Risk
A14,15,A31,A43,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1,0,25-34,Low,6.28,3,3,2.57,Medium Risk
